# Gene expression in TPM - median across runs per condition for study SRP063061
	48h	5 days	Upon arrival	Upon dissection
WBGene00229374	29.5	29.2	30.4	27.6
WBGene00229375	40.0	29.0	44.0	39.1
WBGene00229376	0.0	0.0	0.0	0.0
WBGene00229377	55.5	41.6	27.2	38.0
WBGene00229378	8.7	6.6	7.8	11.7
WBGene00229381	20.1	13.8	21.2	19.5
WBGene00229382	14.9	12.3	23.7	23.7
WBGene00229383	42.5	29.6	23.2	33.5
WBGene00229384	112.7	91.4	94.5	116.6
WBGene00229385	149.9	169.1	187.2	195.6
WBGene00229386	25.4	26.7	29.2	36.2
WBGene00229388	4.0	2.7	4.3	3.2
WBGene00229389	1.0	0.6	0.0	0.9
WBGene00229390	7.1	3.0	2.5	3.9
WBGene00229391	17.2	20.2	11.8	23.0
WBGene00229393	134.1	132.9	134.1	135.1
WBGene00229394	265.2	254.2	211.3	273.9
WBGene00229396	2.3	1.9	3.2	2.5
WBGene00229397	1.5	1.0	0.9	0.0
WBGene00229399	12.1	0.0	4.9	8.3
WBGene00229400	3.2	2.2	1.2	1.9
WBGene00229402	1.7	1.5	1.9	2.1
WBGene00229405	1.6	0.5	1.9	2.6
WBGene00229407	0.0	0.0	0.0	0.0
WBGene00229409	55.8	38.6	53.6	76.5
WBGene00229410	0.0	0.0	0.0	0.0
WBGene00229411	0.0	0.0	0.0	0.0
WBGene00229414	0.0	0.0	0.0	0.0
WBGene00229415	64.5	55.2	55.8	75.9
WBGene00229416	41.8	33.6	41.8	36.4
WBGene00229418	0.0	0.0	0.0	0.0
WBGene00229419	80.2	73.6	73.4	76.1
WBGene00229420	1.7	0.0	1.1	1.3
WBGene00229421	29.7	13.3	21.0	27.8
WBGene00229424	106.8	146.2	136.8	136.2
WBGene00229425	95.8	55.9	80.7	108.4
WBGene00229427	96.1	106.8	126.1	117.3
WBGene00229428	400.4	448.4	338.3	436.4
WBGene00229429	22.2	17.0	22.8	22.2
WBGene00229430	145.6	58.3	83.8	131.6
WBGene00229431	0.0	0.0	0.0	0.0
WBGene00229432	4.7	3.2	5.0	10.4
WBGene00229433	3.2	0.5	2.4	3.2
WBGene00229434	105.2	114.1	182.7	160.2
WBGene00229435	0.0	0.8	0.0	0.0
WBGene00229436	10.5	5.5	6.2	16.8
WBGene00229437	19.5	19.4	23.8	21.8
WBGene00229440	21.6	20.1	43.1	33.7
WBGene00229441	326.4	297.3	399.9	299.1
WBGene00229442	36.6	31.8	39.9	38.1
WBGene00229443	2.4	2.8	2.1	3.6
WBGene00229444	118.9	146.7	208.7	184.5
WBGene00229445	96.3	90.3	102.7	110.6
WBGene00229452	20.9	16.1	18.7	21.0
WBGene00229453	5.5	7.5	5.1	4.0
WBGene00229454	2.4	0.0	0.0	5.4
WBGene00229455	79.4	63.2	47.5	38.1
WBGene00229456	158.0	164.5	200.4	90.1
WBGene00229457	3.2	2.3	1.5	4.8
WBGene00229458	45.8	42.1	51.0	29.0
WBGene00229461	7.9	6.6	12.9	19.8
WBGene00229462	60.5	48.7	58.1	58.4
WBGene00229465	3005.0	3376.9	3839.1	3648.3
WBGene00229466	53.2	60.9	38.8	41.1
WBGene00229467	0.7	0.4	0.6	0.0
WBGene00229468	1.3	1.0	1.0	2.2
WBGene00229469	52.3	27.2	33.9	41.5
WBGene00229470	13.3	11.4	7.4	5.3
WBGene00229471	0.5	0.2	0.4	0.1
WBGene00229473	0.0	0.0	0.0	0.0
WBGene00229475	1.4	0.8	0.6	0.6
WBGene00229476	26.3	19.8	21.4	27.5
WBGene00229477	1.4	3.6	1.0	2.0
WBGene00229478	324.1	328.7	310.4	290.4
WBGene00229479	157.6	162.9	131.4	141.1
WBGene00229480	8.9	9.9	4.3	2.1
WBGene00229481	4.5	2.7	2.6	5.5
WBGene00229482	33.6	23.4	26.9	27.2
WBGene00229483	5.1	3.4	6.1	4.6
WBGene00229484	45.2	27.2	32.1	37.9
WBGene00229485	23.8	27.6	20.1	24.3
WBGene00229486	70.3	69.3	66.5	77.2
WBGene00229488	60.3	57.6	69.9	95.8
WBGene00229489	143.7	136.2	119.4	160.3
WBGene00229490	14.6	9.3	7.7	12.6
WBGene00229491	0.0	0.0	0.0	0.0
WBGene00229492	5.4	5.1	7.1	8.3
WBGene00229493	0.0	0.0	0.0	0.0
WBGene00229494	3.4	1.1	0.9	2.0
WBGene00229495	7.5	9.1	11.4	11.7
WBGene00229497	21.7	12.9	17.5	19.9
WBGene00229498	239.8	224.1	318.2	330.5
WBGene00229499	153.1	176.4	101.7	124.8
WBGene00229500	774.4	820.2	854.4	818.7
WBGene00229501	147.5	139.7	135.6	161.2
WBGene00229502	46.6	25.7	48.1	57.5
WBGene00229503	48.1	40.5	53.1	55.5
WBGene00229504	277.9	276.0	249.8	289.5
WBGene00229505	0.9	1.4	1.3	0.0
WBGene00229507	23.9	9.2	19.4	18.6
WBGene00229508	11.7	4.8	9.2	11.4
WBGene00229509	71.0	29.3	51.1	73.6
WBGene00229510	224.5	255.9	247.8	316.0
WBGene00229512	18.5	13.3	16.5	29.4
WBGene00229513	10.7	13.2	12.5	8.0
WBGene00229514	31.6	20.5	19.9	35.5
WBGene00229517	7.8	4.3	4.2	6.7
WBGene00229518	13.7	10.5	10.1	16.2
WBGene00229519	6.4	3.0	4.2	4.2
WBGene00229520	275.7	312.6	261.7	225.6
WBGene00229521	8.9	5.2	9.0	11.4
WBGene00229523	32.4	26.2	15.8	21.9
WBGene00229524	14.4	9.1	3.5	6.5
WBGene00229525	0.8	0.4	0.7	1.6
WBGene00229526	33.3	26.7	41.4	68.6
WBGene00229528	6.9	6.5	4.0	4.2
WBGene00229529	6.4	2.5	3.3	3.8
WBGene00229530	30.3	32.4	36.4	34.3
WBGene00229531	0.0	0.0	0.0	0.0
WBGene00229532	5.0	8.0	11.7	12.7
WBGene00229533	1.2	2.4	1.1	3.3
WBGene00229534	0.0	0.0	0.0	0.0
WBGene00229535	0.6	0.0	0.0	0.0
WBGene00229536	0.0	0.0	0.0	0.0
WBGene00229537	30.9	17.4	27.8	38.4
WBGene00229538	15.3	10.4	14.3	14.9
WBGene00229540	20.5	14.5	21.6	24.8
WBGene00229545	12.3	8.7	12.5	10.7
WBGene00229548	1.7	0.5	1.2	0.0
WBGene00229549	19.1	9.0	19.4	26.2
WBGene00229551	34.0	26.9	56.9	35.0
WBGene00229552	44.0	54.4	57.8	67.8
WBGene00229553	10.3	9.9	10.0	11.6
WBGene00229555	43.3	42.8	61.8	64.8
WBGene00229556	61.4	56.5	56.8	75.9
WBGene00229557	121.5	111.8	101.1	90.6
WBGene00229558	20.9	11.7	19.6	24.9
WBGene00229560	101.0	122.9	105.8	122.9
WBGene00229561	38.9	26.7	24.8	37.2
WBGene00229564	39.3	44.8	43.4	30.0
WBGene00229565	32.8	52.0	29.3	30.0
WBGene00229566	3.0	1.5	1.7	1.3
WBGene00229570	10.9	6.4	7.7	7.3
WBGene00229571	1.9	0.7	5.9	2.0
WBGene00229572	6.5	7.5	8.9	9.7
WBGene00229574	76.7	83.3	107.0	84.3
WBGene00229575	121.8	122.7	131.2	134.7
WBGene00229576	0.0	0.0	0.0	0.0
WBGene00229578	9.6	11.5	9.6	13.6
WBGene00229579	26.2	19.4	26.9	31.6
WBGene00229580	33.5	28.1	25.2	34.2
WBGene00229582	48.9	36.9	39.1	63.2
WBGene00229583	0.4	0.9	0.7	0.6
WBGene00229584	82.0	73.6	48.2	74.0
WBGene00229586	35.7	38.7	57.4	59.8
WBGene00229587	38.9	32.2	34.1	37.0
WBGene00229588	35.3	28.8	25.6	22.6
WBGene00229589	60.2	53.6	51.5	44.9
WBGene00229590	0.0	0.0	0.0	0.0
WBGene00229592	16.1	11.5	9.2	16.8
WBGene00229593	4.7	3.0	0.5	2.5
WBGene00229594	0.3	0.3	0.9	0.2
WBGene00229595	21.1	11.4	12.8	20.2
WBGene00229596	39.5	25.2	44.4	60.9
WBGene00229597	9.7	10.0	7.1	11.1
WBGene00229598	95.3	88.1	77.6	97.3
WBGene00229599	78.4	66.7	40.5	68.8
WBGene00229601	0.0	0.1	0.1	0.0
WBGene00229602	2.3	2.8	0.7	0.0
WBGene00229603	16.5	17.8	24.2	34.1
WBGene00229604	29.9	29.8	26.7	29.2
WBGene00229605	0.7	0.0	0.0	0.0
WBGene00229606	61.4	55.7	83.9	117.7
WBGene00229607	170.6	203.8	139.2	79.2
WBGene00229609	199.3	186.7	221.3	181.9
WBGene00229611	7.7	8.2	3.3	4.3
WBGene00229612	21.6	25.7	17.5	26.2
WBGene00229613	0.0	0.5	0.3	0.0
WBGene00229614	0.0	0.0	0.0	0.9
WBGene00229615	315.1	210.2	213.2	336.6
WBGene00229616	24.0	30.7	28.9	32.3
WBGene00229618	9.0	8.1	10.7	11.2
WBGene00229619	221.6	279.9	338.5	286.6
WBGene00229620	2042.1	1960.6	1892.0	1937.4
WBGene00229621	1565.9	2247.3	1511.9	2134.2
WBGene00229622	0.0	0.0	0.0	0.0
WBGene00229623	5.4	3.0	4.7	5.0
WBGene00229624	5.7	2.1	7.2	19.0
WBGene00229626	38.5	31.9	27.6	44.8
WBGene00229627	24.0	19.0	16.0	15.3
WBGene00229629	178.1	215.9	230.8	201.7
WBGene00229631	84.8	62.3	71.9	71.9
WBGene00229633	73.2	47.8	45.7	60.8
WBGene00229635	0.0	0.0	0.0	0.0
WBGene00229636	12.2	8.0	8.5	14.5
WBGene00229637	8.6	4.9	5.4	9.3
WBGene00229638	0.6	0.0	0.0	0.0
WBGene00229639	46.5	37.1	28.3	36.9
WBGene00229640	0.0	0.0	0.1	0.0
WBGene00229641	13.0	20.5	1.2	2.5
WBGene00229642	11.1	10.6	8.5	8.1
WBGene00229644	0.0	2.2	1.7	0.0
WBGene00229645	40.3	15.5	29.9	34.2
WBGene00229646	12.4	5.2	7.7	13.7
WBGene00229647	17.3	10.4	15.3	20.6
WBGene00229648	165.7	141.4	181.5	111.1
WBGene00229649	1.6	0.9	2.8	0.0
WBGene00229651	249.8	268.2	393.3	305.0
WBGene00229652	37.2	27.8	23.0	56.9
WBGene00229653	1.7	3.8	4.4	3.9
WBGene00229654	57.5	44.6	50.9	56.7
WBGene00229655	45.3	42.9	61.1	50.0
WBGene00229656	190.1	159.7	169.4	152.0
WBGene00229657	2.6	0.9	1.3	1.7
WBGene00229660	23.2	23.6	39.2	37.1
WBGene00229662	2.5	0.0	2.1	2.3
WBGene00229663	9.3	8.7	6.5	6.9
WBGene00229664	1.2	0.9	1.4	0.0
WBGene00229665	78.3	82.7	60.1	84.0
WBGene00229667	0.0	0.0	0.0	0.0
WBGene00229668	12.9	8.8	10.8	14.8
WBGene00229669	1.3	2.1	1.1	1.6
WBGene00229670	24.4	19.5	18.5	24.3
WBGene00229671	32.1	21.6	30.1	37.8
WBGene00229672	0.0	0.0	0.0	0.0
WBGene00229674	0.0	0.0	1.5	0.0
WBGene00229676	2.7	1.4	0.9	2.5
WBGene00229677	4.3	3.0	0.0	1.3
WBGene00229678	19.8	13.4	22.7	39.8
WBGene00229679	98.0	133.2	116.2	89.2
WBGene00229680	76.8	78.4	120.5	85.9
WBGene00229681	57.6	46.7	52.8	65.3
WBGene00229682	29.7	26.6	33.7	36.1
WBGene00229683	0.0	1.0	1.1	1.4
WBGene00229684	0.0	0.0	0.0	0.0
WBGene00229685	0.0	0.0	0.0	0.0
WBGene00229686	0.0	0.0	0.0	0.0
WBGene00229687	16.8	7.5	15.9	13.6
WBGene00229688	23.3	15.9	19.5	26.0
WBGene00229690	93.9	76.9	61.1	84.6
WBGene00229691	13.1	19.2	10.6	15.3
WBGene00229692	10.4	9.1	7.2	8.3
WBGene00229694	0.7	0.7	0.2	0.6
WBGene00229695	95.2	100.4	95.2	117.5
WBGene00229696	11.9	6.7	8.5	13.7
WBGene00229697	15.5	17.4	19.6	25.3
WBGene00229698	18.1	17.0	19.1	23.9
WBGene00229699	0.2	0.3	0.1	0.0
WBGene00229701	9.1	8.9	6.1	6.8
WBGene00229702	17.9	7.5	10.7	20.7
WBGene00229703	25.4	19.1	19.0	30.8
WBGene00229704	50.6	40.4	38.3	50.7
WBGene00229705	4.1	4.2	1.9	2.2
WBGene00229706	17.2	12.6	15.1	19.5
WBGene00229707	191.1	131.5	99.9	152.5
WBGene00229708	11.5	10.1	11.0	14.6
WBGene00229709	50.2	52.5	45.2	61.9
WBGene00229711	24.3	18.6	16.8	16.7
WBGene00229712	90.6	80.9	78.3	67.6
WBGene00229713	15.8	13.7	14.8	13.0
WBGene00229714	45.5	39.7	44.5	48.4
WBGene00229715	14.0	7.4	9.7	16.5
WBGene00229717	0.0	0.0	0.0	0.0
WBGene00229718	892.4	1114.5	1090.3	838.8
WBGene00229719	0.0	0.0	2.2	2.8
WBGene00229721	45.1	77.9	75.3	75.9
WBGene00229724	0.0	0.0	0.0	0.0
WBGene00229725	2.4	0.0	0.0	0.0
WBGene00229727	0.7	1.3	2.5	2.8
WBGene00229730	4.6	2.9	3.6	1.0
WBGene00229731	0.0	0.0	0.5	0.0
WBGene00229732	23.4	16.6	11.7	10.3
WBGene00229733	52.0	40.4	52.1	51.6
WBGene00229734	14.3	6.1	13.9	16.7
WBGene00229735	134.9	141.8	145.7	131.1
WBGene00229736	4.0	2.8	1.7	4.1
WBGene00229737	0.0	0.0	0.0	0.0
WBGene00229738	2.2	5.3	4.2	0.8
WBGene00229739	20.8	23.5	21.0	27.9
WBGene00229740	23.3	15.6	23.3	28.2
WBGene00229741	1.7	0.8	0.0	0.8
WBGene00229742	65.7	54.6	63.9	64.0
WBGene00229744	9.5	5.2	9.5	5.5
WBGene00229745	2.1	0.0	1.0	1.3
WBGene00229748	27.7	29.8	35.6	25.0
WBGene00229749	86.5	47.3	75.4	112.2
WBGene00229752	0.8	1.5	1.0	2.2
WBGene00229754	2.9	1.1	1.9	1.0
WBGene00229757	27.9	22.4	29.7	45.4
WBGene00229758	2.8	1.7	0.8	0.5
WBGene00229759	0.0	0.0	0.0	0.0
WBGene00229760	0.0	0.0	0.7	0.0
WBGene00229761	12.4	6.5	6.8	4.5
WBGene00229762	5.9	5.5	2.2	2.0
WBGene00229763	341.2	337.8	426.9	196.9
WBGene00229764	73.6	80.5	106.2	100.0
WBGene00229765	8.6	10.6	39.4	11.7
WBGene00229766	8.3	6.0	10.3	11.2
WBGene00229767	25.3	24.0	26.1	32.3
WBGene00229768	1.1	1.5	1.2	2.7
WBGene00229769	7.9	4.7	7.8	6.7
WBGene00229771	3.6	2.8	1.9	3.7
WBGene00229773	23.4	20.1	34.0	15.6
WBGene00229774	27.9	18.5	30.9	27.9
WBGene00229775	19.6	12.7	14.4	13.7
WBGene00229777	88.9	103.3	110.2	78.3
WBGene00229779	29.0	20.6	42.5	54.0
WBGene00229781	33.1	37.5	34.8	56.0
WBGene00229782	99.1	111.6	160.2	105.8
WBGene00229785	1.9	1.1	0.5	2.3
WBGene00229786	98.2	73.7	94.1	94.0
WBGene00229787	32.4	26.7	38.6	23.5
WBGene00229788	1.1	2.2	2.8	1.9
WBGene00229789	0.0	0.0	0.0	0.0
WBGene00229790	272.8	331.5	349.9	351.0
WBGene00229791	15.9	11.1	17.0	15.3
WBGene00229792	21.6	14.2	19.2	26.4
WBGene00229793	0.0	0.0	0.0	0.0
WBGene00229794	81.1	63.6	84.0	103.4
WBGene00229795	207.7	183.5	187.8	206.8
WBGene00229796	2.4	1.4	0.9	1.3
WBGene00229797	76.9	61.7	75.3	96.5
WBGene00229798	59.5	55.9	62.2	123.3
WBGene00229799	8.1	11.2	6.3	8.1
WBGene00229800	106.2	110.5	126.7	111.8
WBGene00229801	94.7	63.0	82.0	88.4
WBGene00229802	89.5	114.8	120.7	144.1
WBGene00229804	17.3	22.8	30.8	20.6
WBGene00229805	37.6	24.0	34.9	36.9
WBGene00229806	13.2	13.5	17.3	29.7
WBGene00229807	40.8	60.5	27.5	13.2
WBGene00229810	122.7	101.7	131.9	105.9
WBGene00229812	0.0	0.7	0.0	0.0
WBGene00229813	37.2	28.7	34.3	46.9
WBGene00229815	54.6	29.6	54.5	77.1
WBGene00229816	9.4	8.3	8.6	12.7
WBGene00229818	0.0	0.0	0.0	0.0
WBGene00229819	130.2	124.9	146.3	134.8
WBGene00229820	3.4	2.8	0.0	4.4
WBGene00229821	39.0	22.2	30.1	40.9
WBGene00229822	115.6	66.6	73.2	80.6
WBGene00229823	0.0	0.0	0.0	1.1
WBGene00229825	7.3	5.5	10.6	9.0
WBGene00229826	7.2	7.3	4.5	9.3
WBGene00229828	40.5	38.5	38.5	53.2
WBGene00229829	26.7	27.2	25.7	36.4
WBGene00229831	24.7	25.1	32.9	38.4
WBGene00229832	81.5	79.0	122.6	69.0
WBGene00229833	116.8	101.5	85.8	95.9
WBGene00229834	0.0	0.0	0.0	0.0
WBGene00229836	0.0	0.0	0.6	0.0
WBGene00229839	0.0	0.0	0.0	0.0
WBGene00229842	14.8	17.7	22.5	15.6
WBGene00229844	117.4	110.7	189.2	158.4
WBGene00229845	54.1	39.9	57.2	53.4
WBGene00229846	2.1	2.2	0.9	3.7
WBGene00229847	36.7	19.6	23.0	24.9
WBGene00229848	8.4	8.4	10.9	6.6
WBGene00229849	35.5	47.5	37.9	37.5
WBGene00229850	29.9	31.6	28.9	23.4
WBGene00229851	53.3	54.9	75.2	75.7
WBGene00229852	0.0	0.0	0.0	0.0
WBGene00229854	2.2	1.4	1.5	3.2
WBGene00229855	0.0	0.0	0.0	0.0
WBGene00229856	197.5	199.8	129.1	153.6
WBGene00229861	0.0	0.0	0.0	0.0
WBGene00229864	7.4	8.3	7.8	7.9
WBGene00229865	4.8	8.5	0.7	1.4
WBGene00229868	4.3	3.2	8.4	6.7
WBGene00229869	24.1	23.6	32.3	34.7
WBGene00229870	132.3	130.9	114.2	165.4
WBGene00229871	52.0	31.7	32.8	49.0
WBGene00229872	19.3	16.2	28.7	39.3
WBGene00229873	140.3	129.7	146.8	160.8
WBGene00229878	33.3	24.9	35.1	51.7
WBGene00229879	9.2	14.8	14.2	18.6
WBGene00229881	13.3	14.2	16.2	21.9
WBGene00229882	145.9	130.1	120.3	111.3
WBGene00229883	64.5	51.5	57.1	68.1
WBGene00229886	0.0	0.0	0.0	0.0
WBGene00229887	7.2	8.1	21.8	5.2
WBGene00229888	22.3	18.2	38.1	30.6
WBGene00229889	156.7	103.0	178.2	215.4
WBGene00229892	266.2	283.2	295.6	296.2
WBGene00229896	344.2	360.2	511.1	322.7
WBGene00229897	47.2	50.9	48.5	44.6
WBGene00229898	135.4	131.5	171.7	151.8
WBGene00229899	196.3	236.9	191.7	207.4
WBGene00229900	57.6	53.8	54.7	62.0
WBGene00229902	31.6	24.2	31.4	34.5
WBGene00229903	9.1	5.6	11.3	11.2
WBGene00229904	8.1	5.3	8.8	9.3
WBGene00229905	62.5	46.0	47.4	60.8
WBGene00229906	36.6	35.3	34.5	50.2
WBGene00229907	23.3	31.6	43.7	43.8
WBGene00229909	12.3	13.9	8.6	19.8
WBGene00229910	3.5	3.0	12.1	3.2
WBGene00229913	41.4	31.3	36.3	41.3
WBGene00229915	61.5	62.0	65.6	61.0
WBGene00229916	136.9	142.4	176.4	117.6
WBGene00229917	2.4	9.8	7.3	7.3
WBGene00229918	0.0	0.0	0.0	0.0
WBGene00229919	4.5	5.2	0.7	0.0
WBGene00229923	5.6	3.8	4.2	8.4
WBGene00229924	120.3	112.5	160.1	134.7
WBGene00229925	29.1	30.2	31.5	44.8
WBGene00229926	4.7	3.6	3.8	7.8
WBGene00229929	5.3	4.0	6.0	4.4
WBGene00229930	70.9	76.9	87.2	117.1
WBGene00229932	61.9	58.8	75.7	96.4
WBGene00229934	63.6	92.8	71.0	94.4
WBGene00229935	0.0	2.8	0.0	0.0
WBGene00229936	3.5	0.0	0.8	0.0
WBGene00229937	15.8	9.3	19.9	21.1
WBGene00229938	0.0	0.0	3.3	0.0
WBGene00229940	103.5	116.9	111.0	138.6
WBGene00229941	44.5	31.9	41.9	42.0
WBGene00229942	21.9	10.6	15.0	28.4
WBGene00229943	67.8	39.4	50.9	67.2
WBGene00229944	0.0	0.0	0.0	0.0
WBGene00229945	4.1	2.3	0.0	1.0
WBGene00229946	1477.1	1297.0	1041.2	1086.9
WBGene00229947	9.4	11.4	14.7	10.3
WBGene00229948	97.6	106.7	91.3	73.3
WBGene00229950	0.0	0.0	0.0	0.0
WBGene00229951	0.1	0.1	0.0	0.1
WBGene00229952	128.7	112.9	138.0	122.7
WBGene00229953	31.8	11.7	23.5	34.1
WBGene00229954	9.3	11.6	6.4	5.2
WBGene00229955	31.5	15.2	26.6	37.2
WBGene00229956	18.8	13.4	19.7	20.9
WBGene00229957	97.8	97.1	106.6	106.1
WBGene00229959	93.0	84.9	108.1	88.3
WBGene00229960	10.7	6.2	12.5	13.9
WBGene00229961	18.5	11.6	16.9	24.2
WBGene00229963	2.6	8.5	6.0	2.7
WBGene00229964	1.1	2.7	1.8	2.4
WBGene00229965	121.1	105.0	96.5	120.5
WBGene00229966	1.0	0.5	2.8	2.8
WBGene00229972	19.7	21.7	33.6	28.5
WBGene00229973	20.5	12.6	22.1	62.1
WBGene00229974	0.0	0.0	1.1	0.0
WBGene00229975	51.3	41.0	45.7	35.8
WBGene00229976	34.6	33.7	37.1	37.1
WBGene00229980	33.1	30.5	28.5	29.8
WBGene00229981	16.6	22.1	20.0	18.8
WBGene00229983	237.2	288.7	191.7	192.3
WBGene00229984	27.2	30.2	25.7	27.1
WBGene00229986	1.2	2.2	0.9	3.1
WBGene00229987	9.3	5.5	8.2	12.3
WBGene00229988	34.9	43.8	43.9	42.3
WBGene00229989	39.1	30.7	30.4	49.7
WBGene00229990	162.7	157.7	143.8	194.6
WBGene00229991	67.1	57.4	27.4	43.0
WBGene00229992	14.6	12.6	33.0	12.6
WBGene00229993	14.5	15.8	18.8	19.1
WBGene00229994	0.0	0.0	0.0	0.0
WBGene00229995	0.0	0.0	0.0	0.0
WBGene00229996	94.7	72.4	66.0	87.4
WBGene00229997	18.7	11.9	21.1	25.2
WBGene00229998	5.8	3.8	1.9	2.0
WBGene00229999	0.0	0.0	1.2	1.4
WBGene00230000	0.4	0.0	0.0	0.4
WBGene00230001	134.1	111.4	162.7	164.2
WBGene00230002	2.9	1.5	1.5	2.6
WBGene00230004	0.0	0.0	0.0	0.0
WBGene00230005	16.9	13.4	12.1	15.9
WBGene00230006	45.1	43.9	57.3	54.0
WBGene00230007	297.8	274.5	264.5	318.6
WBGene00230009	0.0	0.0	0.0	0.0
WBGene00230011	0.0	0.0	0.0	0.0
WBGene00230013	26.5	9.9	17.8	21.4
WBGene00230014	41.5	52.6	43.5	61.4
WBGene00230016	126.9	96.1	137.5	147.9
WBGene00230017	145.1	131.7	147.4	140.7
WBGene00230018	4.0	2.1	1.7	2.2
WBGene00230019	50.8	51.9	52.3	56.8
WBGene00230020	30.7	30.1	45.2	36.5
WBGene00230021	2.5	2.0	1.1	3.4
WBGene00230023	2178.5	2077.0	3411.3	2491.0
WBGene00230024	0.0	0.0	0.0	0.0
WBGene00230025	31.9	36.2	51.9	33.0
WBGene00230026	23.7	12.8	21.8	25.2
WBGene00230027	24.7	14.0	23.8	34.7
WBGene00230028	40.9	35.5	44.0	34.4
WBGene00230029	16.3	14.6	22.7	16.5
WBGene00230030	25.8	19.5	25.3	23.5
WBGene00230031	0.0	0.0	0.2	0.0
WBGene00230032	36.8	29.6	36.7	53.2
WBGene00230033	62.8	66.2	68.3	81.7
WBGene00230034	69.6	47.9	48.7	67.8
WBGene00230035	3.2	2.8	2.4	3.0
WBGene00230036	44.1	38.3	56.3	51.6
WBGene00230037	47.2	89.8	24.9	31.5
WBGene00230038	30.3	33.5	28.9	17.5
WBGene00230039	21.3	17.5	25.7	31.7
WBGene00230040	11.0	7.6	7.5	2.4
WBGene00230043	69.8	67.8	61.2	49.4
WBGene00230044	64.6	89.6	95.4	129.4
WBGene00230045	2.4	1.8	1.4	2.5
WBGene00230046	84.9	43.2	65.2	85.7
WBGene00230047	12.3	13.8	13.4	19.7
WBGene00230048	16.2	16.0	19.8	26.4
WBGene00230049	19.9	22.4	35.0	21.2
WBGene00230050	21.6	20.7	28.4	28.7
WBGene00230053	33.6	32.0	17.1	23.1
WBGene00230054	61.8	53.1	42.0	42.6
WBGene00230056	5.0	5.0	2.5	2.8
WBGene00230057	6.6	5.5	4.9	4.1
WBGene00230058	22.4	23.2	23.2	26.9
WBGene00230059	37.1	35.1	34.9	33.6
WBGene00230061	72.1	78.6	70.6	91.3
WBGene00230062	312.0	419.8	499.5	471.7
WBGene00230063	49.6	40.1	42.4	61.8
WBGene00230064	9.0	8.4	10.0	7.8
WBGene00230065	12.1	8.8	15.1	17.1
WBGene00230066	33.0	30.0	36.5	38.2
WBGene00230067	250.3	278.4	177.8	205.4
WBGene00230068	24.2	27.9	28.7	41.1
WBGene00230069	41.0	28.2	40.5	57.5
WBGene00230070	5.4	4.2	12.6	9.5
WBGene00230071	6.0	3.6	5.4	3.6
WBGene00230072	3.9	2.8	2.9	5.1
WBGene00230074	0.0	0.0	0.0	0.0
WBGene00230075	69.9	78.3	90.3	96.4
WBGene00230076	1.2	0.5	0.7	1.0
WBGene00230077	193.2	156.2	96.0	116.0
WBGene00230078	18.6	12.9	21.2	13.9
WBGene00230079	29.4	16.4	22.5	34.1
WBGene00230080	92.3	72.3	48.6	73.4
WBGene00230081	9.5	7.1	15.9	10.9
WBGene00230082	51.2	33.7	28.3	51.2
WBGene00230083	31.9	28.9	22.1	27.8
WBGene00230084	103.1	121.2	157.7	144.5
WBGene00230085	14.9	6.0	9.1	21.5
WBGene00230086	2.3	2.0	1.0	1.4
WBGene00230087	3.8	3.6	0.0	4.1
WBGene00230088	70.4	41.6	62.8	97.5
WBGene00230089	43.2	48.8	56.6	39.5
WBGene00230091	24.5	29.0	13.1	16.3
WBGene00230092	2.0	1.3	1.7	3.2
WBGene00230093	0.6	0.7	1.0	0.9
WBGene00230094	0.0	0.0	0.0	0.0
WBGene00230095	73.3	55.0	41.1	71.9
WBGene00230096	0.0	0.0	0.0	0.0
WBGene00230097	214.2	270.0	167.9	220.5
WBGene00230098	243.7	276.9	206.3	231.0
WBGene00230099	11.1	11.4	4.8	14.8
WBGene00230101	0.0	0.0	0.0	0.0
WBGene00230102	40.8	32.4	27.0	49.5
WBGene00230103	6.1	3.5	7.7	5.6
WBGene00230105	7.1	7.3	7.6	6.7
WBGene00230106	0.0	0.0	0.0	0.0
WBGene00230107	0.0	0.0	0.3	1.5
WBGene00230108	1.9	0.5	1.0	1.8
WBGene00230109	0.0	0.0	0.0	0.0
WBGene00230110	12.4	11.2	14.6	8.8
WBGene00230111	39.0	39.1	39.6	34.9
WBGene00230112	20.1	15.9	11.8	16.8
WBGene00230113	11.9	7.7	5.3	6.9
WBGene00230114	3.0	0.3	0.0	1.8
WBGene00230115	0.0	2.1	0.0	0.0
WBGene00230116	1.1	0.0	0.1	0.8
WBGene00230117	11.4	8.2	7.2	10.6
WBGene00230119	39.5	27.4	26.2	38.0
WBGene00230121	0.0	0.0	0.0	0.0
WBGene00230122	31.9	29.8	32.5	39.8
WBGene00230123	128.3	135.5	87.3	147.8
WBGene00230124	23.6	17.3	14.8	14.6
WBGene00230127	3.7	2.7	5.5	3.0
WBGene00230128	8.1	3.3	4.7	5.9
WBGene00230129	311.5	258.1	210.1	253.1
WBGene00230130	136.5	126.7	109.1	117.4
WBGene00230131	60.0	64.4	69.6	78.7
WBGene00230132	78.6	105.4	85.5	129.0
WBGene00230133	1.7	1.1	0.9	3.3
WBGene00230134	171.0	126.8	142.4	153.6
WBGene00230135	70.2	39.7	65.0	88.4
WBGene00230136	29.0	17.3	17.9	26.5
WBGene00230138	3.5	3.4	2.2	5.4
